radius_mm,from,to,distance_m,direct_m,min_conservative_radius_mm,reachable
300,dr,clinic2,42.667619,35.656136,358,true
300,dr,mri,24.400000,24.400000,1358,true
300,dr,dr,0.000000,0.000000,1558,true
300,dr,ct1,8.000000,8.000000,1358,true
300,dr,ct2,16.200000,16.200000,1358,true
300,dr,accessibleLift,37.262742,33.913419,458,true
300,dr,pharmacy,53.662742,50.211154,458,true
300,ct1,entrance,54.830866,51.197266,424,true
300,ct1,information,45.681833,40.621177,358,true
300,ct1,registration,50.664170,46.466332,333,true
300,ct1,imaging,34.091169,22.300673,308,true
300,ct1,function,56.679394,44.171484,308,true
300,ct1,clinic1,51.619091,42.338162,308,true
300,ct1,clinic2,36.542136,30.320950,358,true
300,ct1,mri,16.400000,16.400000,1358,true
300,ct1,dr,8.000000,8.000000,1358,true
300,ct1,ct1,0.000000,0.000000,1558,true
300,ct1,ct2,8.200000,8.200000,1358,true
300,ct1,accessibleLift,35.711270,33.771586,424,true
300,ct1,pharmacy,52.111270,50.115467,424,true
300,ct2,entrance,57.524473,53.254108,358,true
300,ct2,information,48.844069,44.714651,358,true
300,ct2,registration,56.403867,50.960769,333,true
300,ct2,imaging,27.579899,16.211107,308,true
300,ct2,function,48.479394,36.597814,308,true
300,ct2,clinic1,43.419091,35.948853,308,true
300,ct2,clinic2,30.030866,26.294486,358,true
300,ct2,mri,8.200000,8.200000,1358,true
300,ct2,dr,16.200000,16.200000,1358,true
300,ct2,ct1,8.200000,8.200000,1358,true
300,ct2,ct2,0.000000,0.000000,1584,true
300,ct2,accessibleLift,38.404877,35.546027,358,true
300,ct2,pharmacy,54.804877,51.327965,358,true
300,accessibleLift,entrance,19.119596,17.708755,1058,true
300,accessibleLift,information,15.125483,14.166157,458,true
300,accessibleLift,registration,22.762237,20.436242,424,true
300,accessibleLift,imaging,35.536248,30.269457,308,true
300,accessibleLift,function,57.024978,48.355765,308,true
300,accessibleLift,clinic1,48.816652,39.097826,308,true
300,accessibleLift,clinic2,28.022540,23.293776,358,true
300,accessibleLift,mri,46.019091,39.000000,358,true
300,accessibleLift,dr,37.262742,33.913419,358,true
300,accessibleLift,ct1,35.711270,33.771586,358,true
300,accessibleLift,ct2,38.404877,35.546027,358,true
300,accessibleLift,accessibleLift,0.000000,0.000000,1358,true
300,accessibleLift,pharmacy,16.400000,16.400000,1058,true
300,pharmacy,entrance,5.765685,5.614268,1058,true
300,pharmacy,information,19.267619,19.096597,858,true
300,pharmacy,registration,23.093607,21.377558,358,true
300,pharmacy,imaging,51.936248,43.289722,308,true
300,pharmacy,function,73.424978,56.605653,308,true
300,pharmacy,clinic1,65.216652,45.818773,308,true
300,pharmacy,clinic2,44.422540,33.366450,358,true
300,pharmacy,mri,62.419091,53.777691,358,true
300,pharmacy,dr,53.662742,50.211154,358,true
300,pharmacy,ct1,52.111270,50.115467,358,true
300,pharmacy,ct2,54.804877,51.327965,358,true
300,pharmacy,accessibleLift,16.400000,16.400000,1058,true
300,pharmacy,pharmacy,0.000000,0.000000,1308,true
350,entrance,entrance,0.000000,0.000000,1058,true
350,entrance,information,16.996551,15.880806,558,true
350,entrance,registration,17.776450,16.763055,358,true
350,entrance,imaging,54.655844,46.686186,358,true
350,entrance,function,76.496046,61.360900,358,true
350,entrance,clinic1,68.170563,50.763767,358,true
350,entrance,clinic2,47.259293,37.483330,358,true
350,entrance,mri,65.138687,56.438639,358,true
350,entrance,dr,56.216652,50.409920,358,true
350,entrance,ct1,54.830866,51.197266,358,true
350,entrance,ct2,57.524473,53.254108,358,true
350,entrance,accessibleLift,19.119596,17.708755,433,true
350,entrance,pharmacy,5.765685,5.614268,908,true
350,information,entrance,16.996551,15.880806,458,true
350,information,information,0.000000,0.000000,858,true
350,information,registration,7.911270,6.603030,479,true
350,information,imaging,46.561227,43.046487,358,true
350,information,function,68.518586,62.385255,358,true
350,information,clinic1,60.193102,53.263496,358,true
350,information,clinic2,42.562237,37.320236,358,true
350,information,mri,56.458283,49.831717,358,true
350,information,dr,47.067619,37.932572,358,true
350,information,ct1,45.681833,40.621177,358,true
350,information,ct2,48.844069,44.714651,358,true
350,information,accessibleLift,15.125483,14.166157,458,true
350,information,pharmacy,19.267619,19.096597,858,true
350,registration,entrance,17.776450,16.763055,458,true
350,registration,information,7.911270,6.603030,458,true
350,registration,registration,0.000000,0.000000,933,true
350,registration,imaging,54.315137,49.648766,358,true
350,registration,function,76.272496,68.782556,358,true
350,registration,clinic1,67.947013,59.449811,358,true
350,registration,clinic2,50.316147,43.712698,358,true
350,registration,mri,64.018081,56.297069,358,true
350,registration,dr,52.049957,43.145336,358,true
350,registration,ct1,50.664170,46.466332,358,true
350,registration,ct2,56.403867,50.960769,358,true
350,registration,accessibleLift,22.879394,20.436242,458,true
350,registration,pharmacy,23.210765,21.377558,458,true
350,imaging,entrance,54.655844,46.686186,358,true
350,imaging,information,46.561227,43.046487,358,true
350,imaging,registration,54.315137,49.648766,358,true
350,imaging,imaging,0.000000,0.000000,1911,true
350,imaging,function,28.256854,23.169808,358,true
350,imaging,clinic1,23.079394,20.041956,358,true
350,imaging,clinic2,11.965685,11.806778,658,true
350,imaging,mri,21.622540,12.757743,358,true
350,imaging,dr,40.450967,29.252692,358,true
350,imaging,ct1,34.091169,22.300673,358,true
350,imaging,ct2,27.579899,16.211107,358,true
350,imaging,accessibleLift,35.536248,30.269457,358,true
350,imaging,pharmacy,51.936248,43.289722,358,true
350,function,entrance,76.496046,61.360900,358,true
350,function,information,68.518586,62.385255,358,true
350,function,registration,76.272496,68.782556,458,true
350,function,imaging,28.256854,23.169808,408,true
350,function,function,0.000000,0.000000,1772,true
350,function,clinic1,12.636753,11.280071,408,true
350,function,clinic2,29.236753,25.071099,458,true
350,function,mri,40.396551,29.362561,358,true
350,function,dr,64.562237,51.744758,358,true
350,function,ct1,56.796551,44.171484,358,true
350,function,ct2,48.596551,36.597814,358,true
350,function,accessibleLift,57.376450,48.355765,358,true
350,function,pharmacy,73.776450,56.605653,358,true
350,clinic1,entrance,68.170563,50.763767,358,true
350,clinic1,information,60.193102,53.263496,358,true
350,clinic1,registration,67.947013,59.449811,358,true
350,clinic1,imaging,23.079394,20.041956,358,true
350,clinic1,function,12.636753,11.280071,358,true
350,clinic1,clinic1,0.000000,0.000000,1758,true
350,clinic1,clinic2,20.911270,16.600000,358,true
350,clinic1,mri,35.219091,30.440105,358,true
350,clinic1,dr,59.384776,49.092973,358,true
350,clinic1,ct1,51.619091,42.338162,358,true
350,clinic1,ct2,43.419091,35.948853,358,true
350,clinic1,accessibleLift,49.050967,39.097826,358,true
350,clinic1,pharmacy,65.450967,45.818773,358,true
350,clinic2,entrance,47.259293,37.483330,358,true
350,clinic2,information,42.562237,37.320236,358,true
350,clinic2,registration,50.316147,43.712698,358,true
350,clinic2,imaging,11.965685,11.806778,708,true
350,clinic2,function,29.236753,25.071099,458,true
350,clinic2,clinic1,20.911270,16.600000,458,true
350,clinic2,clinic2,0.000000,0.000000,1917,true
350,clinic2,mri,32.533810,24.452403,358,true
350,clinic2,dr,43.019091,35.656136,358,true
350,clinic2,ct1,36.659293,30.320950,358,true
350,clinic2,ct2,30.148023,26.294486,358,true
350,clinic2,accessibleLift,28.139697,23.293776,358,true
350,clinic2,pharmacy,44.539697,33.366450,358,true
350,mri,entrance,65.138687,56.438639,358,true
350,mri,information,56.458283,49.831717,358,true
350,mri,registration,64.018081,56.297069,358,true
350,mri,imaging,21.622540,12.757743,358,true
350,mri,function,40.396551,29.362561,358,true
350,mri,clinic1,35.219091,30.440105,358,true
350,mri,clinic2,32.533810,24.452403,358,true
350,mri,mri,0.000000,0.000000,1558,true
350,mri,dr,24.400000,24.400000,1358,true
350,mri,ct1,16.400000,16.400000,1358,true
350,mri,ct2,8.200000,8.200000,1358,true
350,mri,accessibleLift,46.019091,39.000000,358,true
350,mri,pharmacy,62.419091,53.777691,358,true
350,dr,entrance,56.216652,50.409920,458,true
350,dr,information,47.067619,37.932572,358,true
350,dr,registration,52.049957,43.145336,358,true
350,dr,imaging,40.450967,29.252692,358,true
350,dr,function,64.562237,51.744758,358,true
350,dr,clinic1,59.384776,49.092973,358,true
350,dr,clinic2,43.019091,35.656136,358,true
350,dr,mri,24.400000,24.400000,1358,true
350,dr,dr,0.000000,0.000000,1558,true
350,dr,ct1,8.000000,8.000000,1358,true
350,dr,ct2,16.200000,16.200000,1358,true
350,dr,accessibleLift,37.262742,33.913419,458,true
350,dr,pharmacy,53.662742,50.211154,458,true
350,ct1,entrance,54.830866,51.197266,458,true
350,ct1,information,45.681833,40.621177,358,true
350,ct1,registration,50.664170,46.466332,358,true
350,ct1,imaging,34.091169,22.300673,358,true
350,ct1,function,56.796551,44.171484,358,true
350,ct1,clinic1,51.619091,42.338162,358,true
350,ct1,clinic2,36.659293,30.320950,358,true
350,ct1,mri,16.400000,16.400000,1358,true
350,ct1,dr,8.000000,8.000000,1358,true
350,ct1,ct1,0.000000,0.000000,1558,true
350,ct1,ct2,8.200000,8.200000,1358,true
350,ct1,accessibleLift,35.711270,33.771586,458,true
350,ct1,pharmacy,52.111270,50.115467,458,true
350,ct2,entrance,57.524473,53.254108,358,true
350,ct2,information,48.844069,44.714651,358,true
350,ct2,registration,56.403867,50.960769,358,true
350,ct2,imaging,27.579899,16.211107,358,true
350,ct2,function,48.596551,36.597814,358,true
350,ct2,clinic1,43.419091,35.948853,358,true
350,ct2,clinic2,30.148023,26.294486,358,true
350,ct2,mri,8.200000,8.200000,1358,true
350,ct2,dr,16.200000,16.200000,1358,true
350,ct2,ct1,8.200000,8.200000,1358,true
350,ct2,ct2,0.000000,0.000000,1584,true
350,ct2,accessibleLift,38.404877,35.546027,358,true
350,ct2,pharmacy,54.804877,51.327965,358,true
350,accessibleLift,entrance,19.119596,17.708755,1058,true
350,accessibleLift,information,15.125483,14.166157,458,true
350,accessibleLift,registration,22.879394,20.436242,458,true
350,accessibleLift,imaging,35.536248,30.269457,358,true
350,accessibleLift,function,57.376450,48.355765,358,true
350,accessibleLift,clinic1,49.050967,39.097826,358,true
350,accessibleLift,clinic2,28.139697,23.293776,358,true
350,accessibleLift,mri,46.019091,39.000000,358,true
350,accessibleLift,dr,37.262742,33.913419,358,true
350,accessibleLift,ct1,35.711270,33.771586,358,true
350,accessibleLift,ct2,38.404877,35.546027,358,true
350,accessibleLift,accessibleLift,0.000000,0.000000,1358,true
350,accessibleLift,pharmacy,16.400000,16.400000,1058,true
350,pharmacy,entrance,5.765685,5.614268,1058,true
350,pharmacy,information,19.267619,19.096597,858,true
350,pharmacy,registration,23.210765,21.377558,358,true
350,pharmacy,imaging,51.936248,43.289722,358,true
350,pharmacy,function,73.776450,56.605653,358,true
350,pharmacy,clinic1,65.450967,45.818773,358,true
350,pharmacy,clinic2,44.539697,33.366450,358,true
350,pharmacy,mri,62.419091,53.777691,358,true
350,pharmacy,dr,53.662742,50.211154,358,true
350,pharmacy,ct1,52.111270,50.115467,358,true
350,pharmacy,ct2,54.804877,51.327965,358,true
350,pharmacy,accessibleLift,16.400000,16.400000,1058,true
350,pharmacy,pharmacy,0.000000,0.000000,1308,true
400,entrance,entrance,0.000000,0.000000,1058,true
400,entrance,information,16.996551,15.880806,558,true
400,entrance,registration,17.776450,16.763055,558,true
400,entrance,imaging,54.773001,46.686186,508,true
400,entrance,function,76.613203,61.360900,458,true
400,entrance,clinic1,68.404877,50.763767,458,true
400,entrance,clinic2,50.859293,37.483330,458,true
400,entrance,mri,65.138687,56.438639,558,true
400,entrance,dr,56.333810,50.409920,458,true
400,entrance,ct1,54.948023,51.197266,458,true
400,entrance,ct2,57.524473,53.254108,558,true
400,entrance,accessibleLift,19.119596,17.708755,433,true
400,entrance,pharmacy,5.765685,5.614268,908,true
400,information,entrance,16.996551,15.880806,458,true
400,information,information,0.000000,0.000000,858,true
400,information,registration,7.911270,6.603030,533,true
400,information,imaging,46.678384,43.046487,508,true
400,information,function,68.518586,62.385255,458,true
400,information,clinic1,60.310260,53.263496,458,true
400,information,clinic2,43.827417,37.320236,458,true
400,information,mri,56.458283,49.831717,558,true
400,information,dr,47.301934,37.932572,458,true
400,information,ct1,45.916147,40.621177,458,true
400,information,ct2,48.844069,44.714651,558,true
400,information,accessibleLift,15.125483,14.166157,458,true
400,information,pharmacy,19.267619,19.096597,858,true
400,registration,entrance,17.776450,16.763055,458,true
400,registration,information,7.911270,6.603030,458,true
400,registration,registration,0.000000,0.000000,933,true
400,registration,imaging,54.432294,49.648766,458,true
400,registration,function,76.272496,68.782556,458,true
400,registration,clinic1,68.064170,59.449811,458,true
400,registration,clinic2,51.581328,43.712698,458,true
400,registration,mri,64.212193,56.297069,458,true
400,registration,dr,52.167114,43.145336,458,true
400,registration,ct1,50.781328,46.466332,458,true
400,registration,ct2,56.597980,50.960769,458,true
400,registration,accessibleLift,22.879394,20.436242,458,true
400,registration,pharmacy,23.210765,21.377558,458,true
400,imaging,entrance,54.773001,46.686186,458,true
400,imaging,information,46.678384,43.046487,458,true
400,imaging,registration,54.432294,49.648766,458,true
400,imaging,imaging,0.000000,0.000000,1911,true
400,imaging,function,28.256854,23.169808,458,true
400,imaging,clinic1,23.196551,20.041956,508,true
400,imaging,clinic2,11.965685,11.806778,658,true
400,imaging,mri,21.905382,12.757743,458,true
400,imaging,dr,40.850967,29.252692,458,true
400,imaging,ct1,34.374012,22.300673,531,true
400,imaging,ct2,28.028427,16.211107,531,true
400,imaging,accessibleLift,35.653405,30.269457,458,true
400,imaging,pharmacy,52.053405,43.289722,458,true
400,function,entrance,76.613203,61.360900,458,true
400,function,information,68.518586,62.385255,458,true
400,function,registration,76.272496,68.782556,458,true
400,function,imaging,28.256854,23.169808,408,true
400,function,function,0.000000,0.000000,1772,true
400,function,clinic1,12.636753,11.280071,408,true
400,function,clinic2,29.236753,25.071099,458,true
400,function,mri,40.396551,29.362561,458,true
400,function,dr,64.679394,51.744758,458,true
400,function,ct1,56.796551,44.171484,458,true
400,function,ct2,48.596551,36.597814,458,true
400,function,accessibleLift,57.493607,48.355765,458,true
400,function,pharmacy,73.893607,56.605653,458,true
400,clinic1,entrance,68.404877,50.763767,458,true
400,clinic1,information,60.310260,53.263496,458,true
400,clinic1,registration,68.064170,59.449811,458,true
400,clinic1,imaging,23.196551,20.041956,408,true
400,clinic1,function,12.636753,11.280071,508,true
400,clinic1,clinic1,0.000000,0.000000,1758,true
400,clinic1,clinic2,21.028427,16.600000,458,true
400,clinic1,mri,35.336248,30.440105,531,true
400,clinic1,dr,59.619091,49.092973,458,true
400,clinic1,ct1,51.736248,42.338162,531,true
400,clinic1,ct2,43.536248,35.948853,531,true
400,clinic1,accessibleLift,49.285281,39.097826,458,true
400,clinic1,pharmacy,65.685281,45.818773,458,true
400,clinic2,entrance,50.859293,37.483330,458,true
400,clinic2,information,43.827417,37.320236,458,true
400,clinic2,registration,51.581328,43.712698,458,true
400,clinic2,imaging,11.965685,11.806778,708,true
400,clinic2,function,29.236753,25.071099,458,true
400,clinic2,clinic1,21.028427,16.600000,458,true
400,clinic2,clinic2,0.000000,0.000000,1917,true
400,clinic2,mri,32.699495,24.452403,558,true
400,clinic2,dr,43.136248,35.656136,458,true
400,clinic2,ct1,36.659293,30.320950,458,true
400,clinic2,ct2,30.313708,26.294486,458,true
400,clinic2,accessibleLift,31.739697,23.293776,458,true
400,clinic2,pharmacy,48.139697,33.366450,458,true
400,mri,entrance,65.138687,56.438639,458,true
400,mri,information,56.458283,49.831717,458,true
400,mri,registration,64.212193,56.297069,458,true
400,mri,imaging,21.905382,12.757743,433,true
400,mri,function,40.396551,29.362561,458,true
400,mri,clinic1,35.336248,30.440105,508,true
400,mri,clinic2,32.699495,24.452403,458,true
400,mri,mri,0.000000,0.000000,1558,true
400,mri,dr,24.400000,24.400000,1358,true
400,mri,ct1,16.400000,16.400000,1358,true
400,mri,ct2,8.200000,8.200000,1358,true
400,mri,accessibleLift,46.019091,39.000000,458,true
400,mri,pharmacy,62.419091,53.777691,458,true
400,dr,entrance,56.333810,50.409920,458,true
400,dr,information,47.301934,37.932572,458,true
400,dr,registration,52.167114,43.145336,458,true
400,dr,imaging,40.850967,29.252692,458,true
400,dr,function,64.679394,51.744758,458,true
400,dr,clinic1,59.619091,49.092973,458,true
400,dr,clinic2,43.136248,35.656136,458,true
400,dr,mri,24.400000,24.400000,1358,true
400,dr,dr,0.000000,0.000000,1558,true
400,dr,ct1,8.000000,8.000000,1358,true
400,dr,ct2,16.200000,16.200000,1358,true
400,dr,accessibleLift,37.379899,33.913419,458,true
400,dr,pharmacy,53.779899,50.211154,458,true
400,ct1,entrance,54.948023,51.197266,458,true
400,ct1,information,45.916147,40.621177,458,true
400,ct1,registration,50.781328,46.466332,458,true
400,ct1,imaging,34.374012,22.300673,508,true
400,ct1,function,56.796551,44.171484,458,true
400,ct1,clinic1,51.736248,42.338162,508,true
400,ct1,clinic2,36.659293,30.320950,458,true
400,ct1,mri,16.400000,16.400000,1358,true
400,ct1,dr,8.000000,8.000000,1358,true
400,ct1,ct1,0.000000,0.000000,1558,true
400,ct1,ct2,8.200000,8.200000,1358,true
400,ct1,accessibleLift,35.828427,33.771586,458,true
400,ct1,pharmacy,52.228427,50.115467,458,true
400,ct2,entrance,57.524473,53.254108,458,true
400,ct2,information,48.844069,44.714651,458,true
400,ct2,registration,56.597980,50.960769,458,true
400,ct2,imaging,28.028427,16.211107,508,true
400,ct2,function,48.596551,36.597814,458,true
400,ct2,clinic1,43.536248,35.948853,508,true
400,ct2,clinic2,30.313708,26.294486,458,true
400,ct2,mri,8.200000,8.200000,1358,true
400,ct2,dr,16.200000,16.200000,1358,true
400,ct2,ct1,8.200000,8.200000,1358,true
400,ct2,ct2,0.000000,0.000000,1584,true
400,ct2,accessibleLift,38.404877,35.546027,458,true
400,ct2,pharmacy,54.804877,51.327965,458,true
400,accessibleLift,entrance,19.119596,17.708755,1058,true
400,accessibleLift,information,15.125483,14.166157,458,true
400,accessibleLift,registration,22.879394,20.436242,458,true
400,accessibleLift,imaging,35.653405,30.269457,508,true
400,accessibleLift,function,57.493607,48.355765,458,true
400,accessibleLift,clinic1,49.285281,39.097826,458,true
400,accessibleLift,clinic2,31.739697,23.293776,458,true
400,accessibleLift,mri,46.019091,39.000000,558,true
400,accessibleLift,dr,37.379899,33.913419,558,true
400,accessibleLift,ct1,35.828427,33.771586,558,true
400,accessibleLift,ct2,38.404877,35.546027,558,true
400,accessibleLift,accessibleLift,0.000000,0.000000,1358,true
400,accessibleLift,pharmacy,16.400000,16.400000,1058,true
400,pharmacy,entrance,5.765685,5.614268,1058,true
400,pharmacy,information,19.267619,19.096597,858,true
400,pharmacy,registration,23.210765,21.377558,558,true
400,pharmacy,imaging,52.053405,43.289722,508,true
400,pharmacy,function,73.893607,56.605653,458,true
400,pharmacy,clinic1,65.685281,45.818773,458,true
400,pharmacy,clinic2,48.139697,33.366450,458,true
400,pharmacy,mri,62.419091,53.777691,558,true
400,pharmacy,dr,53.779899,50.211154,558,true
400,pharmacy,ct1,52.228427,50.115467,558,true
400,pharmacy,ct2,54.804877,51.327965,558,true
400,pharmacy,accessibleLift,16.400000,16.400000,1058,true
400,pharmacy,pharmacy,0.000000,0.000000,1308,true
450,entrance,entrance,0.000000,0.000000,1058,true
450,entrance,information,16.996551,15.880806,558,true
450,entrance,registration,17.776450,16.763055,558,true
450,entrance,imaging,54.890159,46.686186,508,true
450,entrance,function,76.730361,61.360900,458,true
450,entrance,clinic1,68.522035,50.763767,458,true
450,entrance,clinic2,51.210765,37.483330,458,true
450,entrance,mri,65.255844,56.438639,558,true
450,entrance,dr,56.333810,50.409920,458,true
450,entrance,ct1,54.948023,51.197266,458,true
450,entrance,ct2,57.524473,53.254108,558,true
450,entrance,accessibleLift,19.119596,17.708755,558,true
450,entrance,pharmacy,5.765685,5.614268,908,true
450,information,entrance,16.996551,15.880806,458,true
450,information,information,0.000000,0.000000,858,true
450,information,registration,7.911270,6.603030,533,true
450,information,imaging,46.678384,43.046487,508,true
450,information,function,68.518586,62.385255,458,true
450,information,clinic1,60.310260,53.263496,458,true
450,information,clinic2,43.944574,37.320236,458,true
450,information,mri,56.692597,49.831717,558,true
450,information,dr,47.301934,37.932572,458,true
450,information,ct1,45.916147,40.621177,458,true
450,information,ct2,48.961227,44.714651,558,true
450,information,accessibleLift,15.125483,14.166157,458,true
450,information,pharmacy,19.267619,19.096597,858,true
450,registration,entrance,17.776450,16.763055,458,true
450,registration,information,7.911270,6.603030,458,true
450,registration,registration,0.000000,0.000000,933,true
450,registration,imaging,54.432294,49.648766,458,true
450,registration,function,76.272496,68.782556,458,true
450,registration,clinic1,68.064170,59.449811,458,true
450,registration,clinic2,51.698485,43.712698,458,true
450,registration,mri,64.446508,56.297069,458,true
450,registration,dr,52.167114,43.145336,458,true
450,registration,ct1,50.781328,46.466332,458,true
450,registration,ct2,56.715137,50.960769,458,true
450,registration,accessibleLift,22.879394,20.436242,458,true
450,registration,pharmacy,23.210765,21.377558,458,true
450,imaging,entrance,54.890159,46.686186,458,true
450,imaging,information,46.678384,43.046487,458,true
450,imaging,registration,54.432294,49.648766,458,true
450,imaging,imaging,0.000000,0.000000,1911,true
450,imaging,function,28.256854,23.169808,458,true
450,imaging,clinic1,23.196551,20.041956,508,true
450,imaging,clinic2,11.965685,11.806778,658,true
450,imaging,mri,22.022540,12.757743,458,true
450,imaging,dr,41.202439,29.252692,458,true
450,imaging,ct1,34.608326,22.300673,558,true
450,imaging,ct2,28.145584,16.211107,558,true
450,imaging,accessibleLift,35.770563,30.269457,458,true
450,imaging,pharmacy,52.170563,43.289722,458,true
450,function,entrance,76.730361,61.360900,458,true
450,function,information,68.518586,62.385255,458,true
450,function,registration,76.272496,68.782556,458,true
450,function,imaging,28.256854,23.169808,458,true
450,function,function,0.000000,0.000000,1772,true
450,function,clinic1,12.636753,11.280071,458,true
450,function,clinic2,29.353911,25.071099,458,true
450,function,mri,40.630866,29.362561,458,true
450,function,dr,65.030866,51.744758,458,true
450,function,ct1,57.030866,44.171484,458,true
450,function,ct2,48.830866,36.597814,458,true
450,function,accessibleLift,57.610765,48.355765,458,true
450,function,pharmacy,74.010765,56.605653,458,true
450,clinic1,entrance,68.522035,50.763767,458,true
450,clinic1,information,60.310260,53.263496,458,true
450,clinic1,registration,68.064170,59.449811,458,true
450,clinic1,imaging,23.196551,20.041956,458,true
450,clinic1,function,12.636753,11.280071,508,true
450,clinic1,clinic1,0.000000,0.000000,1758,true
450,clinic1,clinic2,21.145584,16.600000,458,true
450,clinic1,mri,35.570563,30.440105,558,true
450,clinic1,dr,59.970563,49.092973,458,true
450,clinic1,ct1,51.970563,42.338162,558,true
450,clinic1,ct2,43.770563,35.948853,558,true
450,clinic1,accessibleLift,49.402439,39.097826,458,true
450,clinic1,pharmacy,65.802439,45.818773,458,true
450,clinic2,entrance,51.210765,37.483330,458,true
450,clinic2,information,43.944574,37.320236,458,true
450,clinic2,registration,51.698485,43.712698,458,true
450,clinic2,imaging,11.965685,11.806778,708,true
450,clinic2,function,29.353911,25.071099,458,true
450,clinic2,clinic1,21.145584,16.600000,458,true
450,clinic2,clinic2,0.000000,0.000000,1917,true
450,clinic2,mri,32.816652,24.452403,558,true
450,clinic2,dr,43.604877,35.656136,458,true
450,clinic2,ct1,37.010765,30.320950,458,true
450,clinic2,ct2,30.548023,26.294486,458,true
450,clinic2,accessibleLift,32.091169,23.293776,458,true
450,clinic2,pharmacy,48.491169,33.366450,458,true
450,mri,entrance,65.255844,56.438639,458,true
450,mri,information,56.692597,49.831717,458,true
450,mri,registration,64.446508,56.297069,458,true
450,mri,imaging,22.022540,12.757743,458,true
450,mri,function,40.630866,29.362561,458,true
450,mri,clinic1,35.570563,30.440105,508,true
450,mri,clinic2,32.816652,24.452403,458,true
450,mri,mri,0.000000,0.000000,1558,true
450,mri,dr,24.400000,24.400000,1358,true
450,mri,ct1,16.400000,16.400000,1358,true
450,mri,ct2,8.200000,8.200000,1358,true
450,mri,accessibleLift,46.136248,39.000000,458,true
450,mri,pharmacy,62.536248,53.777691,458,true
450,dr,entrance,56.333810,50.409920,458,true
450,dr,information,47.301934,37.932572,458,true
450,dr,registration,52.167114,43.145336,458,true
450,dr,imaging,41.202439,29.252692,458,true
450,dr,function,65.030866,51.744758,458,true
450,dr,clinic1,59.970563,49.092973,508,true
450,dr,clinic2,43.604877,35.656136,458,true
450,dr,mri,24.400000,24.400000,1358,true
450,dr,dr,0.000000,0.000000,1558,true
450,dr,ct1,8.000000,8.000000,1358,true
450,dr,ct2,16.200000,16.200000,1358,true
450,dr,accessibleLift,37.379899,33.913419,458,true
450,dr,pharmacy,53.779899,50.211154,458,true
450,ct1,entrance,54.948023,51.197266,458,true
450,ct1,information,45.916147,40.621177,458,true
450,ct1,registration,50.781328,46.466332,458,true
450,ct1,imaging,34.608326,22.300673,508,true
450,ct1,function,57.030866,44.171484,458,true
450,ct1,clinic1,51.970563,42.338162,508,true
450,ct1,clinic2,37.010765,30.320950,458,true
450,ct1,mri,16.400000,16.400000,1358,true
450,ct1,dr,8.000000,8.000000,1358,true
450,ct1,ct1,0.000000,0.000000,1558,true
450,ct1,ct2,8.200000,8.200000,1358,true
450,ct1,accessibleLift,35.828427,33.771586,458,true
450,ct1,pharmacy,52.228427,50.115467,458,true
450,ct2,entrance,57.524473,53.254108,458,true
450,ct2,information,48.961227,44.714651,458,true
450,ct2,registration,56.715137,50.960769,458,true
450,ct2,imaging,28.145584,16.211107,508,true
450,ct2,function,48.830866,36.597814,458,true
450,ct2,clinic1,43.770563,35.948853,508,true
450,ct2,clinic2,30.548023,26.294486,458,true
450,ct2,mri,8.200000,8.200000,1358,true
450,ct2,dr,16.200000,16.200000,1358,true
450,ct2,ct1,8.200000,8.200000,1358,true
450,ct2,ct2,0.000000,0.000000,1584,true
450,ct2,accessibleLift,38.404877,35.546027,458,true
450,ct2,pharmacy,54.804877,51.327965,458,true
450,accessibleLift,entrance,19.119596,17.708755,1058,true
450,accessibleLift,information,15.125483,14.166157,458,true
450,accessibleLift,registration,22.879394,20.436242,458,true
450,accessibleLift,imaging,35.770563,30.269457,508,true
450,accessibleLift,function,57.610765,48.355765,458,true
450,accessibleLift,clinic1,49.402439,39.097826,458,true
450,accessibleLift,clinic2,32.091169,23.293776,458,true
450,accessibleLift,mri,46.136248,39.000000,558,true
450,accessibleLift,dr,37.379899,33.913419,558,true
450,accessibleLift,ct1,35.828427,33.771586,558,true
450,accessibleLift,ct2,38.404877,35.546027,558,true
450,accessibleLift,accessibleLift,0.000000,0.000000,1358,true
450,accessibleLift,pharmacy,16.400000,16.400000,1058,true
450,pharmacy,entrance,5.765685,5.614268,1058,true
450,pharmacy,information,19.267619,19.096597,858,true
450,pharmacy,registration,23.210765,21.377558,558,true
450,pharmacy,imaging,52.170563,43.289722,508,true
450,pharmacy,function,74.010765,56.605653,458,true
450,pharmacy,clinic1,65.802439,45.818773,458,true
450,pharmacy,clinic2,48.491169,33.366450,458,true
450,pharmacy,mri,62.536248,53.777691,558,true
450,pharmacy,dr,53.779899,50.211154,558,true
450,pharmacy,ct1,52.228427,50.115467,558,true
450,pharmacy,ct2,54.804877,51.327965,558,true
450,pharmacy,accessibleLift,16.400000,16.400000,1058,true
450,pharmacy,pharmacy,0.000000,0.000000,1308,true
